autoencoder,fp,lfp_unc,lfp_cte,mean_CF,std_CF
track1-MSEloss-latent16-centerimg-usecrop-CI-RETRAINED-10X-COM,174,174,174,8.914,9.0913
track1-MSEloss-latent16-centerimg-usecrop-CI-RETRAINED-JSEP-COM,119,119,119,9.6923,10.095
track1-MSEloss-latent16-allimg-nocrop,119,119,112,nan,nan
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-2X-UNC,12,12,7,77.1895,87.0996
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-5X-UNC,28,28,19,113.0406,114.1418
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-10X-UNC,52,52,42,189.6353,121.689
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-JSEP-UNC,1,1,0,45.2067,74.6776
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-2X-CTE,11,11,5,67.3633,93.4064
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-5X-CTE,19,19,10,109.7354,114.1661
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-10X-CTE,47,47,34,174.3274,125.2075
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-JSEP-CTE,9,9,0,41.6415,72.2462
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-2X-COM,19,19,5,63.7304,91.858
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-5X-COM,25,25,10,106.2197,114.4001
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-10X-COM,51,51,32,178.3096,125.5777
track1-MSEloss-latent16-allimg-nocrop-CI-RETRAINED-JSEP-COM,9,9,0,43.8177,73.6872
track1-MSEloss-latent16-allimg-usecrop,115,115,115,nan,nan
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-2X-UNC,96,96,96,10.8372,10.9885
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-5X-UNC,118,118,118,10.1816,7.3623
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-10X-UNC,162,162,162,7.2775,5.9136
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-JSEP-UNC,99,99,99,14.2254,12.1926
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-2X-CTE,85,85,85,15.2154,16.0736
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-5X-CTE,112,112,112,12.7592,12.4669
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-10X-CTE,150,150,150,5.3279,3.7787
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-JSEP-CTE,94,94,94,17.4129,15.6996
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-2X-COM,83,83,83,16.2865,17.2849
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-5X-COM,118,118,118,12.7626,11.3541
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-10X-COM,141,141,141,5.7459,4.6745
track1-MSEloss-latent16-allimg-usecrop-CI-RETRAINED-JSEP-COM,97,97,97,13.5489,13.0627
track1-VAEloss-latent16-centerimg-nocrop,127,127,115,nan,nan
track1-VAEloss-latent16-centerimg-nocrop-CI-RETRAINED-2X-UNC,1,1,1,39.5056,59.523
track1-VAEloss-latent16-centerimg-nocrop-CI-RETRAINED-5X-UNC,3,3,0,81.1127,101.7183
track1-VAEloss-latent16-centerimg-nocrop-CI-RETRAINED-10X-UNC,8,8,3,114.726,124.836
track1-VAEloss-latent16-centerimg-nocrop-CI-RETRAINED-JSEP-UNC,0,0,0,38.0117,63.0887
track1-VAEloss-latent16-centerimg-nocrop-CI-RETRAINED-2X-CTE,0,0,0,48.2046,75.4604
track1-VAEloss-latent16-centerimg-nocrop-CI-RETRAINED-5X-CTE,0,0,0,68.8255,96.2926
track1-VAEloss-latent16-centerimg-nocrop-CI-RETRAINED-10X-CTE,10,10,2,99.9181,120.2606
track1-VAEloss-latent16-centerimg-nocrop-CI-RETRAINED-JSEP-CTE,6,6,0,35.0916,61.3812
track1-VAEloss-latent16-centerimg-usecrop,108,108,108,nan,nan
track1-VAEloss-latent16-centerimg-usecrop-CI-RETRAINED-2X-UNC,101,101,101,26.9349,12.4764
track1-VAEloss-latent16-centerimg-usecrop-CI-RETRAINED-5X-UNC,104,104,104,20.339,13.0302
track1-VAEloss-latent16-centerimg-usecrop-CI-RETRAINED-10X-UNC,119,119,119,20.7275,14.321
track1-VAEloss-latent16-centerimg-usecrop-CI-RETRAINED-JSEP-UNC,106,106,106,17.844,9.8933
track1-VAEloss-latent16-centerimg-usecrop-CI-RETRAINED-2X-CTE,107,107,107,22.7859,13.4192
track1-VAEloss-latent16-centerimg-usecrop-CI-RETRAINED-5X-CTE,109,109,109,23.4242,16.6205
track1-VAEloss-latent16-centerimg-usecrop-CI-RETRAINED-10X-CTE,139,139,139,19.0138,13.0584
track1-VAEloss-latent16-centerimg-usecrop-CI-RETRAINED-JSEP-CTE,107,107,107,13.967,8.0936
track1-VAEloss-latent16-allimg-nocrop,93,93,82,nan,nan
track1-VAEloss-latent16-allimg-nocrop-CI-RETRAINED-2X-UNC,1,1,1,45.8776,66.2096
track1-VAEloss-latent16-allimg-nocrop-CI-RETRAINED-5X-UNC,10,10,5,84.9094,104.7606
track1-VAEloss-latent16-allimg-nocrop-CI-RETRAINED-10X-UNC,27,27,19,114.0898,123.5684
track1-VAEloss-latent16-allimg-nocrop-CI-RETRAINED-JSEP-UNC,1,1,1,28.6465,54.6431
track1-VAEloss-latent16-allimg-nocrop-CI-RETRAINED-2X-CTE,0,0,0,40.6866,70.3641
track1-VAEloss-latent16-allimg-nocrop-CI-RETRAINED-5X-CTE,9,9,3,58.2619,90.2303
track1-VAEloss-latent16-allimg-nocrop-CI-RETRAINED-10X-CTE,26,26,16,80.8039,111.6553
track1-VAEloss-latent16-allimg-nocrop-CI-RETRAINED-JSEP-CTE,8,8,1,28.9832,55.2019
track1-VAEloss-latent16-allimg-usecrop,107,107,107,nan,nan
track1-VAEloss-latent16-allimg-usecrop-CI-RETRAINED-2X-UNC,105,105,105,7.9786,5.4669
track1-VAEloss-latent16-allimg-usecrop-CI-RETRAINED-5X-UNC,115,115,115,10.4528,7.9003
track1-VAEloss-latent16-allimg-usecrop-CI-RETRAINED-10X-UNC,151,151,151,11.0745,7.5338
track1-VAEloss-latent16-allimg-usecrop-CI-RETRAINED-JSEP-UNC,107,107,107,8.1814,5.7236
track1-VAEloss-latent16-allimg-usecrop-CI-RETRAINED-2X-CTE,102,102,102,11.5447,9.3758
track1-VAEloss-latent16-allimg-usecrop-CI-RETRAINED-5X-CTE,103,103,103,14.1597,11.0693
track1-VAEloss-latent16-allimg-usecrop-CI-RETRAINED-10X-CTE,131,131,131,13.0625,8.7786
track1-VAEloss-latent16-allimg-usecrop-CI-RETRAINED-JSEP-CTE,107,107,107,9.2491,6.7262
