autoencoder,fp,lfp_unc,lfp_cte,mean_CF,std_CF
track1-MSEloss-latent2-allimg-nocrop-CI-RETRAINED-2X-COM,22,22,3,67.0681,92.4272
track1-MSEloss-latent2-allimg-nocrop-CI-RETRAINED-5X-COM,64,64,37,129.9025,122.4263
track1-MSEloss-latent2-allimg-nocrop-CI-RETRAINED-10X-COM,121,121,86,215.5932,134.1109
track1-MSEloss-latent2-allimg-nocrop-CI-RETRAINED-JSEP-COM,32,32,10,30.8405,59.0185
track1-MSEloss-latent2-allimg-usecrop,108,108,108,nan,nan
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-2X-UNC,103,103,103,13.0668,9.8903
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-5X-UNC,114,114,114,9.8033,9.1554
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-10X-UNC,121,121,121,8.4322,10.1475
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-JSEP-UNC,114,114,114,4.5107,4.4167
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-2X-CTE,113,113,113,12.2184,12.1608
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-5X-CTE,119,119,119,10.5605,10.6086
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-10X-CTE,128,128,128,8.5246,5.8806
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-JSEP-CTE,112,112,112,4.8634,4.7522
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-2X-COM,113,113,113,10.9072,11.2424
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-5X-COM,119,119,119,9.7695,9.1014
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-10X-COM,123,123,123,8.7197,7.0236
track1-MSEloss-latent2-allimg-usecrop-CI-RETRAINED-JSEP-COM,113,113,113,5.9377,6.0954
track1-VAEloss-latent2-centerimg-nocrop,123,123,99,nan,nan
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-2X-UNC,18,18,6,46.1726,50.7341
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-5X-UNC,144,144,138,126.9863,99.7182
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-10X-UNC,232,232,189,163.323,120.3625
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-JSEP-UNC,35,35,19,22.4405,37.7553
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-2X-CTE,29,29,11,45.1965,58.1798
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-5X-CTE,66,66,42,103.1397,89.2948
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-10X-CTE,229,221,208,148.9971,105.179
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-JSEP-CTE,50,50,26,19.489,35.3394
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-2X-COM,34,34,11,44.1189,58.2096
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-5X-COM,77,77,56,102.2906,89.5653
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-10X-COM,199,188,187,150.4994,107.883
track1-VAEloss-latent2-centerimg-nocrop-CI-RETRAINED-JSEP-COM,50,50,26,19.1926,34.8364
track1-VAEloss-latent2-centerimg-usecrop,108,108,108,nan,nan
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-2X-UNC,114,114,114,6.1247,5.1642
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-5X-UNC,109,109,109,11.9371,8.6293
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-10X-UNC,152,152,152,23.1075,12.1765
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-JSEP-UNC,108,108,108,4.4216,3.8479
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-2X-CTE,109,109,109,5.6529,5.0399
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-5X-CTE,116,116,115,12.3942,9.2668
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-10X-CTE,135,135,133,18.0789,11.2912
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-JSEP-CTE,107,107,107,4.3319,4.0789
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-2X-COM,117,117,116,6.1107,5.6515
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-5X-COM,116,116,115,15.2699,11.1131
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-10X-COM,147,147,143,17.131,11.1831
track1-VAEloss-latent2-centerimg-usecrop-CI-RETRAINED-JSEP-COM,109,109,109,4.7756,4.896
track1-VAEloss-latent2-allimg-nocrop,115,115,91,nan,nan
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-2X-UNC,53,53,46,72.7607,71.647
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-5X-UNC,276,276,233,153.2436,114.5535
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-10X-UNC,257,257,220,176.2193,131.9075
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-JSEP-UNC,11,11,5,41.2399,52.8415
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-2X-CTE,75,75,64,83.3614,90.438
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-5X-CTE,166,166,158,105.8167,108.5511
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-10X-CTE,182,182,170,153.6423,124.5477
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-JSEP-CTE,33,33,11,33.028,49.2978
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-2X-COM,48,48,28,74.0299,89.0802
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-5X-COM,93,93,76,120.5219,105.8639
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-10X-COM,211,211,161,147.9301,125.4497
track1-VAEloss-latent2-allimg-nocrop-CI-RETRAINED-JSEP-COM,31,31,9,33.3142,48.7777
track1-VAEloss-latent2-allimg-usecrop,100,100,100,nan,nan
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-2X-UNC,113,113,113,5.9523,5.2088
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-5X-UNC,113,113,113,15.0053,10.1491
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-10X-UNC,257,257,248,26.5275,17.9116
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-JSEP-UNC,109,109,109,8.3655,9.0523
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-2X-CTE,112,112,112,6.4533,6.5664
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-5X-CTE,113,113,113,10.7068,8.8738
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-10X-CTE,240,240,235,22.8163,17.4127
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-JSEP-CTE,111,111,111,8.666,8.7167
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-2X-COM,113,113,113,6.2289,6.1204
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-5X-COM,115,115,115,11.1898,9.3733
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-10X-COM,242,242,239,20.0936,16.9397
track1-VAEloss-latent2-allimg-usecrop-CI-RETRAINED-JSEP-COM,112,112,112,6.3015,6.868
